age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,term_deposit_subscribed,client_id
33,admin.,single,tertiary,no,7608,no,no,cellular,30,mar,238,4,-1,0,unknown,yes,3a88291d-7233-4b57-915e-797cedd8da77
59,blue-collar,married,primary,no,914,no,no,cellular,11,aug,139,8,-1,0,unknown,no,ff43955c-7e9d-4180-8334-188c57ea3ee6
61,self-employed,divorced,tertiary,no,52587,no,no,cellular,10,aug,290,1,-1,0,unknown,yes,bc57a14e-4049-4bce-905b-f5941bd8bfca
57,management,married,secondary,no,2155,no,yes,cellular,10,nov,144,3,91,2,failure,yes,9af8292b-1bc8-4166-89c2-d66e5a014f00
33,management,married,tertiary,no,71,no,no,cellular,26,feb,335,3,102,2,failure,yes,397b1947-1a57-4355-b321-6dd7c99b41a4
45,admin.,married,tertiary,no,2552,no,no,cellular,1,jun,69,1,293,7,failure,yes,86fe4d51-c98f-4b56-b74b-576eea8f2b1c
48,blue-collar,married,secondary,no,1000,yes,no,unknown,12,jun,1268,2,-1,0,unknown,yes,c442a7cb-f88a-4745-b59c-c903610aa1a1
37,admin.,single,tertiary,no,-898,yes,no,unknown,21,may,482,1,-1,0,unknown,no,388a1429-d30d-4e82-9c8e-4d05f94a4391
66,entrepreneur,married,primary,no,0,no,no,telephone,12,aug,701,1,-1,0,unknown,no,30d91959-7f47-4c67-bc85-11d56ba3e08b
47,services,divorced,unknown,no,973,no,no,cellular,27,may,489,1,479,1,failure,yes,7456bd0e-df05-4914-b46d-72b8de073604
30,blue-collar,single,secondary,no,-110,yes,no,cellular,6,may,428,1,-1,0,unknown,no,a0a81113-4f41-4e0e-b3ef-144aea73129c
30,admin.,single,tertiary,no,218,no,no,unknown,4,jul,137,2,-1,0,unknown,no,64f973fa-3354-4fbf-a280-2890755836fd
45,management,married,tertiary,no,324,no,no,cellular,13,aug,258,4,-1,0,unknown,no,d639d9c2-615c-4745-8cd6-7cf8d8e35f86
54,technician,married,unknown,no,0,no,no,cellular,30,jan,491,1,-1,0,unknown,no,fdf1f282-e8d0-431c-9566-e4f4ac6f14d9
49,blue-collar,married,primary,no,4140,no,no,cellular,7,jul,205,4,-1,0,unknown,no,0d20d00b-c194-4468-acde-e0645a1227f5
38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,success,yes,14fbfe58-cc9d-441b-a409-22206c13fd64
53,management,married,tertiary,no,0,yes,yes,cellular,21,nov,266,6,-1,0,unknown,no,b3140175-b175-4cbc-afeb-f682e472aaad
56,technician,married,secondary,no,2558,no,no,unknown,19,jun,288,1,-1,0,unknown,no,53157444-a988-4c9c-adeb-9178c281acbf
45,housemaid,married,secondary,no,0,no,no,cellular,11,jul,216,2,-1,0,unknown,no,ab0efd34-4bb5-4f6d-b9ff-79519c9add0f
45,unemployed,divorced,primary,yes,11,no,no,cellular,13,aug,489,5,-1,0,unknown,yes,d636e182-65d0-4768-8f1f-a8454c35c053
38,housemaid,divorced,secondary,no,70,no,no,cellular,1,jun,263,1,-1,0,unknown,yes,4d1ddd2a-ce28-4ea9-a4e1-c555f3f1d4cc
33,management,single,tertiary,no,1781,no,no,cellular,8,oct,611,2,183,1,success,yes,3abbf956-800e-4d53-8d3f-476b3dc5b42c
34,admin.,single,secondary,no,63,yes,no,cellular,17,apr,678,1,-1,0,unknown,yes,a9d7148a-ed8d-40a1-94d0-6f27cc447069
32,blue-collar,married,secondary,no,4996,yes,no,unknown,20,may,205,2,-1,0,unknown,no,5176b782-f3a7-4330-ba1c-45e3c6668334
34,technician,married,tertiary,no,8029,yes,no,cellular,14,aug,593,4,-1,0,unknown,yes,e114c940-119c-4848-bfc5-170def64c881
45,technician,single,tertiary,no,0,yes,no,cellular,18,nov,139,2,-1,0,unknown,no,3859e3be-af1f-46fd-a85a-df6f759f20d3
26,admin.,single,tertiary,no,2532,yes,yes,cellular,18,feb,269,1,-1,0,unknown,yes,548a45f3-7632-44fe-b6b7-b9b077d8ded3
32,technician,single,unknown,no,491,no,no,cellular,9,jul,474,7,-1,0,unknown,yes,36408677-85b4-4994-8ad6-b1ce2df48dc9
45,admin.,married,secondary,no,205,no,no,cellular,4,aug,180,1,92,3,success,yes,5c46658f-4dfb-4195-bb19-bf09287de6d1
31,blue-collar,married,secondary,no,27,yes,yes,unknown,26,may,109,5,-1,0,unknown,no,9e52693c-798e-43b6-8a80-acfb923fab10
50,blue-collar,married,primary,no,235,no,no,cellular,31,jul,64,20,-1,0,unknown,no,ae023222-1911-4aa3-8630-079122a376be
57,admin.,married,secondary,no,169,no,no,cellular,3,feb,369,1,-1,0,unknown,yes,6af84383-0ed2-43d4-a8e1-278e624e6708
36,services,married,secondary,no,0,yes,no,cellular,6,may,215,3,280,3,failure,no,1cf5bd33-b57c-4e66-b610-3579b2b4cfc6
26,unemployed,single,secondary,no,622,no,no,cellular,28,jan,1451,2,-1,0,unknown,yes,291019c3-f73b-4cab-8943-6fdb27ff134a
50,admin.,married,unknown,no,4861,no,no,cellular,17,nov,256,2,-1,0,unknown,no,5b518f72-a2c6-425a-8ff7-c5ac61486c90
51,technician,married,secondary,no,130,no,no,cellular,22,aug,547,3,-1,0,unknown,no,0a5c83ee-db2f-435e-a639-302404da54fe
55,unemployed,single,tertiary,no,1513,yes,no,unknown,8,may,60,1,-1,0,unknown,no,4e27a507-8ed2-4510-915f-56705e8da172
48,blue-collar,married,secondary,no,1730,yes,no,cellular,10,aug,158,1,102,1,success,no,f656dd45-0ff7-434a-85d6-ef493eb28fc5
48,admin.,married,secondary,no,368,no,no,cellular,8,oct,363,2,140,7,success,yes,85d62297-279d-4f5a-b09b-1c26fbdeb78d
51,management,married,tertiary,no,-714,no,no,cellular,18,jul,83,2,-1,0,unknown,no,a99c693e-9305-4c47-9eb8-cc6a0a531811
54,housemaid,married,secondary,no,209,yes,yes,cellular,25,jul,97,1,-1,0,unknown,no,dc092651-2d67-4bc5-9f4d-a7d6e30fb789
31,admin.,single,secondary,no,3950,yes,no,cellular,21,nov,529,1,-1,0,unknown,yes,2ce809f7-9737-4667-bdd9-d8f462228bb7
32,admin.,divorced,secondary,no,2294,yes,no,cellular,5,feb,342,2,260,2,failure,no,baf40b47-ea9a-4a0d-a2bf-3f24f7f4dedb
54,unemployed,married,secondary,no,3250,no,no,cellular,31,jul,94,3,-1,0,unknown,no,954ad748-28cf-44d8-a5f3-0d3303500c28
54,technician,married,secondary,no,965,no,no,cellular,26,aug,345,4,-1,0,unknown,no,9c4597d3-25df-43f7-ac99-aa7cca7fe42c
44,technician,married,secondary,no,266,yes,no,cellular,9,jul,72,1,-1,0,unknown,no,0015c3c0-ac94-4ccf-8589-6345d8d35d96
45,unemployed,married,secondary,no,56,yes,no,cellular,6,may,195,1,-1,0,unknown,no,556256aa-1cef-4322-bcc2-e2a5d43be8d9
54,technician,divorced,secondary,no,136,no,yes,cellular,10,jul,151,4,-1,0,unknown,no,76041ea6-60d2-40e3-b2f8-68817c4a5675
38,management,married,tertiary,no,536,yes,no,cellular,22,oct,234,1,92,1,success,yes,5ba9052c-f979-4932-ade8-6a7e635203fe
32,technician,married,secondary,no,4790,yes,no,cellular,22,jul,314,2,-1,0,unknown,no,42b420b8-5978-47d0-b6ef-a3c3d584be95
35,technician,single,secondary,no,27,yes,no,cellular,25,may,214,1,305,1,other,yes,a9525d61-25d9-4253-986a-17e8e2ac41fa
21,student,single,secondary,no,357,no,no,cellular,2,sep,115,3,-1,0,unknown,no,c4da3a4b-ba56-4af5-94bd-a95cde8dfeb6
36,management,single,tertiary,no,579,no,no,unknown,12,apr,481,1,-1,0,unknown,yes,af19e6d0-4ae5-47b5-8125-d76c68edbddd
51,entrepreneur,married,tertiary,no,5403,no,no,unknown,6,jun,42,1,-1,0,unknown,no,d7dec1b7-3670-459e-82ce-738988df7434
62,blue-collar,married,secondary,no,272,no,no,cellular,11,nov,289,1,92,3,success,yes,07d8f83f-0609-46a7-925f-67c8f36e5d63
32,services,married,primary,no,228,yes,no,cellular,21,jul,1017,6,-1,0,unknown,yes,a84d1a96-e0de-42b4-a3c5-b5f91df911ae
32,technician,single,tertiary,no,849,yes,no,cellular,28,jul,289,5,-1,0,unknown,no,58040290-fb7e-4958-bd43-70e2fb9bbf37
42,blue-collar,married,primary,no,2103,yes,no,cellular,13,apr,384,2,-1,0,unknown,yes,65359413-f546-432f-9c65-272982c69be0
63,retired,married,secondary,no,4752,no,no,cellular,2,sep,233,2,-1,0,unknown,yes,9b0b23e2-190b-4651-8321-3b8981f462dc
30,management,married,tertiary,no,593,yes,yes,cellular,18,jul,412,1,-1,0,unknown,no,f76aa450-f05b-44cf-af69-65d7f44462a2
37,admin.,married,primary,no,3913,yes,no,unknown,9,jun,76,2,-1,0,unknown,no,6be4fb16-7afd-4001-986e-9b109ea2a131
51,technician,married,secondary,no,12061,yes,no,cellular,17,nov,150,1,188,1,failure,no,700add03-fae7-4472-a582-77670132210a
33,self-employed,divorced,secondary,no,1904,yes,no,cellular,17,jul,1584,2,-1,0,unknown,yes,e9a005b7-9b18-4e81-9aec-7976e51d3ac4
52,blue-collar,married,secondary,no,1860,no,no,unknown,20,jun,496,3,-1,0,unknown,no,b0202722-064c-4f7e-82c8-ed1048becea1
30,admin.,single,secondary,no,915,yes,no,unknown,27,apr,370,1,-1,0,unknown,yes,3258bd55-6c10-48d5-862e-f0d1d16ba6a5
32,management,married,tertiary,no,2465,yes,yes,cellular,7,may,923,1,-1,0,unknown,yes,726730eb-6256-4d4c-b4b1-e9bc50a96e6a
57,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,unknown,yes,8e20797a-f8d2-46f7-8bc1-6c7c617ddf5a
31,technician,single,tertiary,no,454,no,no,cellular,30,apr,266,1,-1,0,unknown,yes,793afb0e-c085-4c75-bba0-8601fedf01d8
60,retired,married,primary,no,174,yes,yes,cellular,2,feb,157,2,252,1,failure,no,08b4e55f-cc73-4a68-9067-5f5778b3303d
49,management,married,tertiary,no,4751,no,no,cellular,12,aug,884,4,-1,0,unknown,yes,2efb5dd5-a68c-4479-ac5f-e95bbaa21add
23,blue-collar,single,primary,no,382,no,no,cellular,15,jun,74,1,108,1,other,no,998eb8bf-19e4-4da0-8669-70b62e7b03ec
42,blue-collar,married,primary,no,1320,no,no,unknown,15,may,301,4,-1,0,unknown,no,5de0137c-2f06-4757-9d80-fc0f6b4c87f2
30,technician,single,secondary,no,893,no,no,cellular,26,aug,45,3,-1,0,unknown,no,02bef7b5-52db-4602-abdc-093f75a1b0ab
31,technician,single,secondary,no,200,no,no,cellular,6,aug,315,2,-1,0,unknown,no,1b4fda52-1992-43af-8f5a-37b20aa49344
46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown,yes,f8bb0fb2-db33-46ab-a96b-20e623612806
25,technician,single,secondary,no,0,no,yes,cellular,8,jul,634,1,-1,0,unknown,yes,1a1cfd1d-9e40-4dd7-a431-eb76155b71a2
29,student,single,secondary,no,78,no,no,cellular,30,apr,239,1,-1,0,unknown,yes,78362172-0f29-4378-bdf6-2b1a07f3ddc5
64,retired,married,primary,no,48,no,no,cellular,9,sep,167,3,92,1,success,yes,cb0219b2-1e84-49b1-abde-2da7373ab363
30,services,married,secondary,no,0,yes,no,cellular,21,nov,681,4,-1,0,unknown,yes,d58ced50-df5b-4e7f-b006-2dd14fee83e6
37,admin.,single,tertiary,no,2317,yes,no,cellular,20,apr,114,1,152,2,failure,no,3270ebcd-9149-427c-8faf-e5238a5b098f
31,services,single,secondary,no,181,no,no,cellular,12,aug,182,1,104,1,success,yes,de16d7e1-9127-4696-871c-171da16b8a40
25,blue-collar,married,primary,no,-83,yes,no,unknown,11,jun,211,17,-1,0,unknown,no,bd4d247a-1690-4fa6-9628-18ebf59804e9
50,admin.,divorced,secondary,no,175,no,no,cellular,22,jul,112,3,-1,0,unknown,no,56115699-0df5-456c-8d62-90055a3b051c
25,technician,single,tertiary,no,3411,no,no,cellular,19,aug,225,2,-1,0,unknown,yes,76267d82-8461-4fe0-a148-3035d2815ad0
40,admin.,married,secondary,no,341,no,no,cellular,31,jul,1142,5,-1,0,unknown,yes,9407430a-fd34-49c0-9766-54deacc0624c
30,admin.,single,tertiary,no,253,yes,no,unknown,23,may,146,4,-1,0,unknown,no,270525d2-ce28-455d-a63f-2c3f1654d6f2
49,unemployed,married,primary,no,518,no,no,cellular,29,jan,1917,2,-1,0,unknown,yes,e3143bb3-69ce-4b87-83f5-49c4ff18bbc1
57,retired,married,unknown,no,230,no,no,cellular,6,apr,177,2,210,3,failure,yes,75b70386-45f3-4e0b-b71c-004508eb58ee
34,management,married,tertiary,no,731,yes,no,cellular,21,nov,378,4,-1,0,unknown,no,d2d55c6f-41a9-4d40-b50e-5c1a98b33767
34,management,married,tertiary,no,606,no,no,cellular,20,apr,97,1,-1,0,unknown,yes,15023be8-bfe5-474f-8572-83972951cbd1
35,management,married,tertiary,no,520,yes,no,cellular,4,may,458,3,17,5,failure,yes,6fc6f62e-d7e3-4d2c-8dd6-fdcdfa921f73
41,technician,divorced,secondary,no,0,yes,no,cellular,17,nov,386,2,-1,0,unknown,no,3d330997-e98e-4ccc-82aa-83633001c6a4
52,management,married,tertiary,no,258,no,no,unknown,14,may,188,1,-1,0,unknown,no,717b5a4a-aef9-4b4e-8a43-a4d5735d811a
34,self-employed,single,tertiary,no,462,no,no,cellular,21,aug,1877,3,-1,0,unknown,yes,945fa26a-f56e-4245-b87a-c15dfb20c049
38,blue-collar,married,secondary,no,-627,yes,yes,unknown,20,jun,176,4,-1,0,unknown,no,7082282e-fd76-4a2e-a719-f5c8fdbc10d9
37,admin.,single,tertiary,no,869,no,no,cellular,30,jul,60,8,-1,0,unknown,no,10da91e5-d3b5-4128-be64-2936ca7b2cb3
39,services,married,primary,no,324,yes,no,cellular,8,may,340,2,312,4,failure,no,86d9dd80-7f76-4298-a268-af5a043077c9
29,services,single,primary,no,339,no,no,unknown,4,jul,1576,3,-1,0,unknown,yes,0ccdac3f-8e18-4fbd-b299-c0967caa9367
29,technician,single,tertiary,no,18254,no,no,cellular,11,may,279,2,-1,0,unknown,no,e40b39b7-dff2-4326-90b0-f145eb258014
49,services,married,secondary,no,-8,yes,no,unknown,8,may,1119,1,-1,0,unknown,yes,5e8f5405-e9c5-4956-ad89-dd725531c4d3
46,technician,single,secondary,no,747,yes,no,telephone,6,may,22,6,-1,0,unknown,no,24bd36ae-2367-47de-bc47-dc9adf529a75
31,blue-collar,single,primary,no,71,yes,no,cellular,20,apr,185,3,336,6,failure,no,716ed05e-b145-4806-988d-9fdf3a749741
29,technician,married,secondary,no,0,yes,no,cellular,28,jul,83,6,-1,0,unknown,no,5b8b5192-338d-43da-a9ab-c5ffd503d827
19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,-1,0,unknown,yes,458b21ec-0cbb-45bd-bd53-55e5e6b9c8de
25,admin.,single,secondary,no,230,no,no,telephone,30,jul,394,14,-1,0,unknown,no,9b63d2db-09b2-4736-8741-fa1635c34c1f
55,admin.,married,secondary,no,1633,no,no,cellular,11,jan,210,1,192,2,success,yes,9d9c5e60-794f-403a-9e24-9d98a3cbcda9
38,technician,married,secondary,no,1448,yes,no,cellular,20,nov,415,1,-1,0,unknown,no,cd1a0a5a-c53f-4ea9-9156-18ae6ccd2f8b
44,services,divorced,secondary,no,51,yes,yes,unknown,27,may,3094,2,-1,0,unknown,yes,23a6bf88-0289-4f70-8a89-f74f4654343b
43,retired,married,secondary,no,860,no,no,telephone,30,oct,132,1,-1,0,unknown,yes,353afb79-54bd-4f65-8719-ff74486635ca
58,retired,married,primary,no,565,no,no,telephone,8,oct,153,1,93,1,success,yes,fdac9e52-0d8b-4a25-925f-a63fbb1e28a6
42,admin.,divorced,secondary,no,153,yes,no,unknown,16,may,844,1,-1,0,unknown,yes,5fc4871e-eacf-4fc8-95f8-da249af353ed
29,services,single,tertiary,no,1788,no,no,cellular,27,oct,353,1,-1,0,unknown,yes,d3dd461b-5e9a-4c6c-86f1-38405db27e8f
27,student,single,tertiary,no,3733,yes,no,telephone,13,feb,299,6,-1,0,unknown,yes,00d80a6a-ae83-49a8-a669-a1b37b798e1f
31,admin.,married,secondary,no,8781,yes,no,cellular,14,may,680,1,177,1,success,yes,7f8fdda5-416f-4955-b53a-faec2ac5a839
50,entrepreneur,married,secondary,no,1857,no,yes,unknown,19,jun,26,2,-1,0,unknown,no,daa4ed84-cc6f-45dd-947c-e29bf022e6f0
26,management,single,secondary,no,2613,no,no,cellular,1,jun,326,1,-1,0,unknown,yes,a5bf08d6-a28c-4c4e-bbbb-a3f65c39d096
60,blue-collar,married,primary,no,7929,no,no,unknown,1,apr,111,1,-1,0,unknown,yes,50d95204-c0e8-4af2-a122-25a5b1f4642b
32,blue-collar,divorced,secondary,no,-289,yes,yes,cellular,21,jul,808,5,-1,0,unknown,no,4c7756b7-9ab2-44c1-8ce6-ba3b89bfb0b8
29,services,single,secondary,no,1357,no,yes,unknown,1,jul,200,1,-1,0,unknown,no,257d60cc-cf2c-40d5-b824-95456af83575
58,technician,married,secondary,no,589,yes,no,cellular,10,feb,511,3,183,6,success,yes,bc8f04a2-127c-4940-b52a-091cb46f9f9a
39,unemployed,married,secondary,no,2245,no,no,cellular,21,nov,749,2,-1,0,unknown,yes,d63d595b-397c-46a2-9f51-55be588d06ef
29,student,single,secondary,no,314,no,no,cellular,7,dec,415,2,116,4,failure,yes,2fdd08e9-37c1-49b7-a570-1c6ae0183294
33,management,married,primary,no,262,yes,no,cellular,14,may,386,3,-1,0,unknown,no,2453a053-a511-4a00-bce5-c8b6351b10d9
35,technician,single,tertiary,no,8,no,no,cellular,21,aug,169,2,-1,0,unknown,no,0a5901c0-8f6a-4f89-b47c-9e13422cb0ac
45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,3,-1,0,unknown,yes,a84ebe35-c9a9-487e-aba5-4301ee7fae50
37,blue-collar,single,secondary,no,847,no,no,unknown,20,jun,54,1,-1,0,unknown,no,abde0766-beca-415d-ae6d-a00946565390
29,unemployed,married,primary,no,639,no,yes,cellular,4,feb,358,2,-1,0,unknown,no,00ba167c-fe30-4ed4-8971-01a96f56d2e1
35,self-employed,married,tertiary,no,137,no,no,cellular,5,feb,142,4,-1,0,unknown,no,ec0f54ca-032b-41d6-8de6-0e00888ecbe1
32,housemaid,married,secondary,no,3832,no,no,cellular,11,aug,80,3,-1,0,unknown,no,fdd65386-4565-4064-aca6-a9a32f40fd54
45,blue-collar,married,primary,no,360,no,no,unknown,20,jun,98,2,-1,0,unknown,no,040f5edd-17d1-40b6-8ac7-7156df72a152
55,unemployed,married,primary,no,8585,no,no,telephone,28,jan,201,2,-1,0,unknown,no,e5d11e84-3934-483d-8d68-04ed55a2e895
41,management,married,tertiary,no,6060,yes,no,unknown,15,may,71,2,-1,0,unknown,no,02ab401c-d6ca-4f71-9f03-93c2c440083f
31,technician,single,tertiary,no,882,no,no,cellular,3,jun,411,1,-1,0,unknown,yes,0f2ee233-d3f1-41b1-b4c2-b6feffb27a27
49,management,divorced,tertiary,no,1115,no,no,unknown,19,jun,138,9,-1,0,unknown,no,e9c83bc5-96b3-4d97-9614-c10fda3b944b
24,blue-collar,married,secondary,no,-389,yes,yes,unknown,4,jun,1242,1,-1,0,unknown,yes,095a10aa-6a2d-4614-846a-32dcdc78ad19
41,blue-collar,married,primary,no,143,yes,yes,unknown,2,jun,659,2,-1,0,unknown,yes,abb034ca-c3a6-4c2c-8e32-8ab939419764
42,management,divorced,tertiary,no,0,no,no,unknown,20,jun,85,2,-1,0,unknown,no,ee1d982b-c397-437c-b35e-1fdae451d14e
42,blue-collar,single,secondary,no,1279,yes,no,unknown,18,jun,347,4,-1,0,unknown,no,80975c44-2010-4875-9305-56ee95f5da39
30,entrepreneur,single,tertiary,no,734,yes,no,unknown,5,jun,113,3,-1,0,unknown,no,185e6027-f4f2-475f-8a8a-19d829b83049
33,self-employed,single,tertiary,no,94,yes,no,cellular,5,may,955,2,-1,0,unknown,yes,2927ed27-2a0d-45ac-bc75-1756726a88ac
37,admin.,married,secondary,no,0,yes,no,cellular,8,apr,208,3,349,2,failure,no,987d3c80-2a82-412d-833d-a2cab6567897
56,blue-collar,married,secondary,no,249,yes,no,unknown,29,may,791,2,-1,0,unknown,yes,e40f3ae1-ed71-4eac-b4cf-78b502ed204c
44,blue-collar,married,secondary,no,8666,no,no,telephone,6,apr,172,1,-1,0,unknown,no,22ac7385-e21c-4ea9-8d4e-c78c2abdbaa3
45,technician,married,secondary,no,0,yes,no,cellular,7,dec,344,1,-1,0,unknown,yes,6aee048b-3d1d-43bf-bf0c-73a9f97bf90f
29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,291,2,success,yes,8854354d-db6b-414b-b1f6-45320dcda414
52,admin.,married,secondary,no,1228,yes,yes,cellular,4,aug,218,1,-1,0,unknown,yes,17332bd7-b292-4b7f-82e1-ca17e2e492d8
50,unemployed,married,primary,no,705,no,no,unknown,5,jun,504,1,-1,0,unknown,yes,70be0f5e-4ea0-4fa3-ba30-214cc76abae7
33,management,single,tertiary,no,816,yes,no,cellular,11,oct,383,2,503,2,failure,yes,6a9c72d5-8d76-4f6b-befb-bf5579c7315a
38,technician,married,secondary,no,6728,no,no,cellular,21,aug,252,4,-1,0,unknown,yes,d793dec5-bf38-46b0-92e6-496c2b634f1f
51,management,married,unknown,no,712,no,no,cellular,13,aug,287,2,-1,0,unknown,no,26b16a87-2eef-4cdd-aecd-7ad3c1eddebf
62,retired,married,primary,no,0,no,no,telephone,15,oct,280,1,-1,0,unknown,no,417819b0-6a0a-4c75-99ce-79873a52b395
43,management,single,tertiary,no,0,no,no,cellular,30,jun,275,2,296,1,failure,yes,8a3ae64b-a406-4782-9c02-1057a7dd2680
74,retired,married,primary,no,5539,no,no,cellular,3,feb,253,2,181,1,success,no,776e386d-64d3-4b58-b147-ad12e2509578
42,technician,married,unknown,no,1559,no,no,cellular,11,aug,155,1,103,1,success,no,6cad8bec-b472-406a-b6f5-720b9d9180ed
27,technician,single,secondary,no,439,yes,no,cellular,15,apr,1038,2,-1,0,unknown,yes,a85a3287-46f7-4692-8a72-b26e532db471
37,unemployed,married,tertiary,no,1851,no,no,cellular,30,apr,166,1,-1,0,unknown,no,ad71d0b9-d23c-4681-8b29-8b1279e3cb40
50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,unknown,no,ac45c873-da8a-4b44-90a9-aaac8a0e03d2
30,technician,single,unknown,no,878,yes,no,cellular,15,may,173,3,298,3,other,no,981c6690-1b66-4d3b-b7c2-877a3d98d5b9
35,blue-collar,married,secondary,no,1330,no,no,cellular,10,jul,901,1,-1,0,unknown,yes,74c24b8c-f292-40e0-b04d-74e5b207e044
45,management,married,tertiary,no,1493,no,no,unknown,16,jun,140,3,-1,0,unknown,no,71f2f909-8efc-4748-9782-2665d7fe0a2d
26,admin.,single,tertiary,no,313,no,yes,cellular,26,feb,210,2,-1,0,unknown,yes,78b1a7b9-f9e5-4ef5-a2b2-ddea8c018cf1
35,housemaid,single,secondary,no,1015,yes,no,unknown,5,jun,406,2,-1,0,unknown,yes,f0925003-9810-47a4-879e-c9bba88e740d
51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,160,1,243,1,failure,yes,c310fa61-69e2-4fbe-8065-79c4a526a455
39,services,divorced,secondary,no,42,no,no,cellular,31,jul,75,2,-1,0,unknown,no,371e9e91-e800-447d-b379-05bb2542a3df
33,technician,married,secondary,no,181,yes,yes,telephone,28,jul,265,2,-1,0,unknown,no,44d42d87-e999-46cc-a911-3814122512d9
29,self-employed,single,tertiary,no,814,no,no,unknown,13,aug,461,1,-1,0,unknown,yes,3ef2c997-7c12-4fbf-bdc1-f67138777d0d
46,blue-collar,married,secondary,no,2121,yes,no,unknown,14,may,160,1,-1,0,unknown,no,aa33be4f-dac9-422a-bcec-a0ed0c3021ff
52,admin.,married,secondary,no,979,yes,no,cellular,16,apr,156,1,336,1,other,no,18d3779a-01da-4ec2-a4bb-d825a42a901e
37,blue-collar,single,primary,no,0,yes,yes,cellular,22,jul,118,1,-1,0,unknown,no,b0e3094b-c908-41eb-a2ec-6e257aba5b78
37,blue-collar,married,secondary,no,1165,yes,no,cellular,11,may,304,3,173,7,failure,no,9c24b30a-abf9-4d3f-b5a1-276c9e2075d4
73,management,married,tertiary,no,1609,no,no,cellular,14,jul,169,2,-1,0,unknown,yes,4132163d-cce2-41d4-9994-b163c05d615a
42,services,married,primary,no,2567,yes,no,unknown,19,may,401,2,-1,0,unknown,no,52446f41-310e-4404-8ca2-55e0d5be370c
31,blue-collar,single,secondary,no,54,yes,no,cellular,29,jun,401,1,-1,0,unknown,yes,748a9120-fde8-4b66-a09a-d30e964d9358
35,blue-collar,married,unknown,no,4822,yes,no,unknown,20,may,843,2,-1,0,unknown,yes,a7711e77-d014-4693-954e-e05a2c0e9430
36,technician,married,secondary,no,-179,yes,no,cellular,17,jul,144,1,-1,0,unknown,no,47748c88-8d2a-45bc-9fc3-5469b90938fc
27,services,single,secondary,no,54,yes,no,unknown,28,may,543,2,-1,0,unknown,yes,3e8e8fae-664e-4dc3-ad71-d6ed603196c9
50,management,married,secondary,no,309,no,no,telephone,5,jun,113,1,-1,0,unknown,no,905a80d1-f23a-41a1-9751-ba273dddb76a
40,technician,single,unknown,no,3652,yes,no,unknown,14,may,1028,2,-1,0,unknown,yes,fe2e4990-3722-4833-8e49-a613de431ea9
36,management,divorced,tertiary,no,0,no,no,cellular,22,aug,247,4,-1,0,unknown,no,c12417e2-9073-4172-8672-c01ef7560b64
44,technician,divorced,secondary,no,982,yes,no,unknown,20,may,650,3,-1,0,unknown,yes,be0ab663-b51e-4c60-bc95-8489399ee76c
37,blue-collar,single,secondary,no,6281,yes,no,cellular,18,may,242,1,-1,0,unknown,no,6d2c08d7-175e-4530-b103-9783ef703eb6
35,technician,married,secondary,no,-67,yes,no,cellular,17,jul,160,6,-1,0,unknown,no,4f22d9b8-652d-4ea1-9689-5cff9b557d34
25,admin.,single,secondary,no,66,yes,no,unknown,9,jun,271,3,-1,0,unknown,no,0818b879-18c5-4b93-9ec0-ee265668e1d4
62,management,married,secondary,no,1128,no,no,cellular,2,sep,236,1,290,3,other,yes,4f9d6e4f-d964-4b20-921e-dffc5c4f876f
39,services,married,secondary,no,52,no,no,telephone,2,feb,1420,3,-1,0,unknown,yes,fe595fbc-2f3b-44d2-97d3-5c8337a60f63
33,blue-collar,married,secondary,no,328,yes,no,telephone,30,jul,216,9,-1,0,unknown,no,421b04dc-e5fe-420e-a480-df1d52094937
39,blue-collar,single,tertiary,no,48,no,no,cellular,3,jun,539,1,-1,0,unknown,yes,a29dc1b6-9725-43d2-8219-3c75c43001d4
36,management,single,tertiary,no,-155,yes,no,cellular,29,jan,94,1,-1,0,unknown,no,9fcdbf18-a32e-4675-922f-d75e6a86f83f
24,admin.,married,secondary,no,262,yes,no,unknown,4,jun,69,3,-1,0,unknown,no,4d53b5d4-54ed-4c6f-a9e1-bfdb5640db02
57,management,married,tertiary,no,10583,no,no,cellular,25,mar,272,1,178,6,success,yes,cd78c5ce-a4ee-4702-972d-34e563c0b92c
30,entrepreneur,married,secondary,no,392,yes,no,cellular,20,nov,117,3,-1,0,unknown,no,df160b93-cc5c-42d0-996c-6728dcbcd714
46,blue-collar,married,primary,no,174,no,yes,cellular,15,jul,90,1,-1,0,unknown,no,0484171f-5206-4108-a28a-ee9e963290ff
56,blue-collar,married,primary,no,1137,no,no,telephone,2,jul,176,1,-1,0,unknown,yes,98d51a25-cf52-49d2-9712-60c060be745e
